UNIX Time,Date,Time,Price,Volume,Open,High,Low,Close,MACD (12|26|9)-EMAS,MACD (12|26|9)-EMAF,MACD (12|26|9)-MACD,MACD (12|26|9)-SIGNAL
1401426000,05/30/2014,00:00:00,9.74,75300,9.67,9.79,9.51,9.74,9.68788174,9.78470494,-0.09682321,-0.14649814
1401685200,06/02/2014,00:00:00,9.77,95800,9.77,9.9,9.41,9.77,9.70051531,9.78361569,-0.08310037,-0.13381859
1401771600,06/03/2014,00:00:00,9.53,76400,9.66,9.83,9.49,9.53,9.67428219,9.76482934,-0.09054715,-0.12516430
1401858000,06/04/2014,00:00:00,9.45,54400,9.45,9.5,9.39,9.45,9.63977724,9.74150865,-0.10173141,-0.12047772
1401944400,06/05/2014,00:00:00,9.62,85300,9.46,9.67,9.25,9.62,9.63673459,9.73250801,-0.09577342,-0.11553686
1402030800,06/06/2014,00:00:00,9.77,75100,9.69,9.85,9.52,9.77,9.65723696,9.73528519,-0.07804824,-0.10803914
1402290000,06/09/2014,00:00:00,9.59,70600,9.77,9.93,9.55,9.59,9.64689281,9.72452333,-0.07763052,-0.10195741
1402376400,06/10/2014,00:00:00,9.42,68700,9.54,9.63,9.26,9.42,9.61198622,9.70196604,-0.08997982,-0.09956190
1402462800,06/11/2014,00:00:00,9.17,54500,9.34,9.36,9.1,9.17,9.54398834,9.66256115,-0.11857281,-0.10336408
1402549200,06/12/2014,00:00:00,9.28,60800,9.25,9.34,9.04,9.28,9.50337475,9.63422329,-0.13084854,-0.10886097
1402635600,06/13/2014,00:00:00,9.41,52600,9.34,9.47,9.2,9.41,9.48900941,9.61761416,-0.12860475,-0.11280973
1402894800,06/16/2014,00:00:00,9.28,60700,9.35,9.4,9.1,9.28,9.45685411,9.59260570,-0.13575159,-0.11739810
1402981200,06/17/2014,00:00:00,9.15,97200,9.25,9.34,9.1,9.15,9.40964579,9.55982009,-0.15017431,-0.12395334
1403067600,06/18/2014,00:00:00,9.18,86700,9.2,9.21,9.08,9.18,9.37431567,9.53168527,-0.15736960,-0.13063659
1403154000,06/19/2014,00:00:00,9.14,63900,9.18,9.2,9.07,9.14,9.33826710,9.50267155,-0.16440445,-0.13739016
1403240400,06/20/2014,00:00:00,9.11,171000,9.07,9.19,9.03,9.11,9.30314909,9.47358477,-0.17043568,-0.14399927
1403499600,06/23/2014,00:00:00,9.07,104500,9.16,9.16,8.94,9.07,9.26728000,9.44368960,-0.17640960,-0.15048133
1403586000,06/24/2014,00:00:00,8.91,100500,9.05,9.18,8.88,8.91,9.21231384,9.40415704,-0.19184319,-0.15875371
1403672400,06/25/2014,00:00:00,9.06,88800,8.84,9.09,8.58,9.06,9.18888094,9.37866392,-0.18978298,-0.16495956
1403758800,06/26/2014,00:00:00,9.4,68000,9.12,9.53,8.91,9.4,9.22136080,9.38024437,-0.15888357,-0.16374436
1403845200,06/27/2014,00:00:00,9.69,521400,9.48,9.74,9.19,9.69,9.29345914,9.40318923,-0.10973010,-0.15294151
1404104400,06/30/2014,00:00:00,9.53,136700,9.53,9.64,9.29,9.53,9.32985004,9.41258262,-0.08273258,-0.13889972
1404190800,07/01/2014,00:00:00,9.88,360200,9.62,10.09,9.59,9.88,9.41448849,9.44720613,-0.03271764,-0.11766331
1404277200,07/02/2014,00:00:00,9.95,124400,10.04,10.2,9.84,9.95,9.49687488,9.48445012,0.01242476,-0.09164569
1404363600,07/03/2014,00:00:00,9.99,43500,10.15,10.15,9.82,9.99,9.57274028,9.52189826,0.05084202,-0.06314815
1404709200,07/07/2014,00:00:00,9.92,145300,9.93,10.12,9.75,9.92,9.62616486,9.55138728,0.07477758,-0.03556301
1404795600,07/08/2014,00:00:00,9.86,100000,9.93,10.05,9.57,9.86,9.66213949,9.57424748,0.08789201,-0.01087200
1404882000,07/09/2014,00:00:00,9.96,58900,9.95,10.16,9.73,9.96,9.70796419,9.60282174,0.10514244,0.01233089
1404968400,07/10/2014,00:00:00,9.9,64600,9.79,10.14,9.58,9.9,9.73750816,9.62483495,0.11267321,0.03239935
1405054800,07/11/2014,00:00:00,9.75,62000,9.94,10.15,9.6,9.75,9.73942998,9.63410643,0.10532355,0.04698419
1405314000,07/14/2014,00:00:00,9.77,64300,9.87,10.02,9.61,9.77,9.74413306,9.64417262,0.09996044,0.05757944
1405400400,07/15/2014,00:00:00,9.56,65100,9.71,9.91,9.3,9.56,9.71580490,9.63793761,0.07786728,0.06163701
1405486800,07/16/2014,00:00:00,9.53,74400,9.51,9.74,9.39,9.53,9.68721953,9.62994223,0.05727729,0.06076507
1405573200,07/17/2014,00:00:00,9.27,107300,9.49,9.63,9.1,9.27,9.62303191,9.60327985,0.01975206,0.05256247
1405659600,07/18/2014,00:00:00,9.38,87500,9.25,9.44,9.25,9.38,9.58564238,9.58674060,-0.00109821,0.04183033
1405918800,07/21/2014,00:00:00,9.28,85100,9.3,9.35,9.22,9.28,9.53862048,9.56401907,-0.02539859,0.02838454
1406005200,07/22/2014,00:00:00,9.13,64800,9.31,9.57,9.0,9.13,9.47575579,9.53186951,-0.05611372,0.01148489
1406091600,07/23/2014,00:00:00,9.21,105200,9.17,9.65,8.9,9.21,9.43487028,9.50802733,-0.07315704,-0.00544350
1406178000,07/24/2014,00:00:00,9.1,59600,9.23,9.49,9.05,9.1,9.38335178,9.47780308,-0.09445130,-0.02324506
1406264400,07/25/2014,00:00:00,9.09,89900,9.01,9.24,9.01,9.09,9.33822074,9.44907693,-0.11085619,-0.04076728
1406523600,07/28/2014,00:00:00,9.03,64500,9.02,9.19,8.99,9.03,9.29080216,9.41803419,-0.12723203,-0.05806023
1406610000,07/29/2014,00:00:00,9.0,95800,9.02,9.27,8.99,9.0,9.24606337,9.38706869,-0.14100533,-0.07464925
1406696400,07/30/2014,00:00:00,9.07,51500,9.1,9.27,9.01,9.07,9.21897670,9.36358212,-0.14460543,-0.08864049
1406782800,07/31/2014,00:00:00,9.09,118800,8.97,9.18,8.92,9.09,9.19913413,9.34331678,-0.14418266,-0.09974892
1406869200,08/01/2014,00:00:00,9.13,253400,9.12,9.58,9.05,9.13,9.18849811,9.32751554,-0.13901743,-0.10760262
1407128400,08/04/2014,00:00:00,9.45,93300,9.2,9.52,8.95,9.45,9.22872917,9.33658846,-0.10785929,-0.10765396
1407214800,08/05/2014,00:00:00,9.4,54900,9.42,9.78,9.3,9.4,9.25507853,9.34128561,-0.08620709,-0.10336458
1407301200,08/06/2014,00:00:00,9.35,33300,9.39,9.91,9.2,9.35,9.26968183,9.34193112,-0.07224929,-0.09714153
1407387600,08/07/2014,00:00:00,9.37,83600,9.33,9.93,9.17,9.37,9.28511539,9.34401030,-0.05889490,-0.08949220
1407474000,08/08/2014,00:00:00,9.57,65600,9.21,9.6,9.21,9.57,9.32894380,9.36075028,-0.03180648,-0.07795506
1407733200,08/11/2014,00:00:00,9.58,160400,9.58,9.77,9.37,9.58,9.36756783,9.37699100,-0.00942317,-0.06424868
1407819600,08/12/2014,00:00:00,9.26,127500,9.6,9.8,9.23,9.26,9.35101893,9.36832500,-0.01730607,-0.05486016
1407906000,08/13/2014,00:00:00,9.28,142900,9.21,9.44,9.21,9.28,9.34009294,9.36178240,-0.02168946,-0.04822602
1407992400,08/14/2014,00:00:00,9.21,187600,9.3,9.41,9.19,9.21,9.32007864,9.35053926,-0.03046062,-0.04467294
1408078800,08/15/2014,00:00:00,8.97,150900,9.28,9.28,8.89,8.97,9.26622039,9.32235117,-0.05613078,-0.04696451
1408338000,08/18/2014,00:00:00,8.97,116700,8.92,9.06,8.91,8.97,9.22064802,9.29625108,-0.07560306,-0.05269222
1408424400,08/19/2014,00:00:00,8.82,100900,8.95,9.0,8.78,8.82,9.15900986,9.26097323,-0.10196336,-0.06254645
1408510800,08/20/2014,00:00:00,8.56,196500,8.78,8.92,8.55,8.56,9.06685450,9.20904928,-0.14219478,-0.07847611
1408597200,08/21/2014,00:00:00,8.67,99900,8.62,8.88,8.62,8.67,9.00579996,9.16911971,-0.16331974,-0.09544484
1408683600,08/22/2014,00:00:00,8.55,231600,8.71,8.78,8.35,8.55,8.93567689,9.12325899,-0.18758210,-0.11387229
1408942800,08/25/2014,00:00:00,8.52,68200,8.68,8.75,8.47,8.52,8.87172660,9.07857314,-0.20684654,-0.13246714
1409029200,08/26/2014,00:00:00,8.61,137800,8.51,8.75,8.47,8.61,8.83146097,9.04386402,-0.21240305,-0.14845432
1409115600,08/27/2014,00:00:00,8.79,168400,8.61,8.89,8.56,8.79,8.82508236,9.02505927,-0.19997691,-0.15875884
1409202000,08/28/2014,00:00:00,8.72,145500,8.78,8.79,8.68,8.72,8.80891584,9.00246229,-0.19354645,-0.16571636
1409288400,08/29/2014,00:00:00,8.8,70800,8.71,8.91,8.71,8.8,8.80754417,8.98746508,-0.17992091,-0.16855727
1409634000,09/02/2014,00:00:00,8.51,146800,8.8,9.0,8.46,8.51,8.76176815,8.95209730,-0.19032915,-0.17291165
1409720400,09/03/2014,00:00:00,8.48,118900,8.57,8.6,8.47,8.48,8.71841920,8.91712713,-0.19870793,-0.17807090
1409806800,09/04/2014,00:00:00,8.35,176300,8.51,8.56,8.35,8.35,8.66173932,8.87511771,-0.21337839,-0.18513240
1409893200,09/05/2014,00:00:00,8.38,145600,8.31,8.42,8.31,8.38,8.61839481,8.83844233,-0.22004751,-0.19211542
1410152400,09/08/2014,00:00:00,8.37,145200,8.33,8.54,8.32,8.37,8.58018023,8.80374289,-0.22356267,-0.19840487
1410238800,09/09/2014,00:00:00,8.22,155200,8.35,8.39,8.2,8.22,8.52476788,8.76050268,-0.23573480,-0.20587086
1410325200,09/10/2014,00:00:00,8.32,113800,8.25,8.35,8.15,8.32,8.49326513,8.72787285,-0.23460772,-0.21161823
1410411600,09/11/2014,00:00:00,8.35,93100,8.3,8.4,8.22,8.35,8.47122434,8.69988227,-0.22865793,-0.21502617
1410498000,09/12/2014,00:00:00,8.25,145800,8.36,8.44,8.21,8.25,8.43718983,8.66655766,-0.22936783,-0.21789450
1410757200,09/15/2014,00:00:00,8.22,112200,8.38,8.4,8.14,8.22,8.40377601,8.63347931,-0.22970330,-0.22025626
1410843600,09/16/2014,00:00:00,8.33,128400,8.25,8.37,8.19,8.33,8.39242585,8.61099936,-0.21857351,-0.21991971
1410930000,09/17/2014,00:00:00,8.32,83400,8.31,8.42,8.25,8.32,8.38128341,8.58944386,-0.20816044,-0.21756786
1411016400,09/18/2014,00:00:00,8.31,179700,8.33,8.35,8.25,8.31,8.37031674,8.56874431,-0.19842757,-0.21373980
1411102800,09/19/2014,00:00:00,8.3,392500,8.35,8.38,8.24,8.3,8.35949878,8.54883732,-0.18933855,-0.20885955
1411362000,09/22/2014,00:00:00,8.24,118000,8.23,8.35,8.15,8.24,8.34111435,8.52596049,-0.18484614,-0.20405687
1411448400,09/23/2014,00:00:00,8.08,132100,8.2,8.33,8.07,8.08,8.30094291,8.49292638,-0.19198346,-0.20164219
1411534800,09/24/2014,00:00:00,8.18,93900,8.05,8.38,8.05,8.18,8.28233631,8.46974664,-0.18741033,-0.19879582
1411621200,09/25/2014,00:00:00,7.89,85900,8.19,8.22,7.89,7.89,8.22197688,8.42680245,-0.20482557,-0.20000177
1411707600,09/26/2014,00:00:00,7.9,80400,7.9,8.0,7.85,7.9,8.17244197,8.38778004,-0.21533807,-0.20306903
1411966800,09/29/2014,00:00:00,8.0,103100,7.86,8.05,7.86,8.0,8.14591244,8.35905560,-0.21314316,-0.20508385
1412053200,09/30/2014,00:00:00,7.74,203600,7.98,8.05,7.7,7.74,8.08346437,8.31319963,-0.22973526,-0.21001413
1412139600,10/01/2014,00:00:00,7.53,147900,7.76,7.8,7.39,7.53,7.99831601,8.25518484,-0.25686883,-0.21938507
1412226000,10/02/2014,00:00:00,7.52,68700,7.54,7.73,7.39,7.52,7.92472893,8.20072670,-0.27599777,-0.23070761
1412312400,10/03/2014,00:00:00,7.44,91100,7.55,7.69,7.44,7.44,7.85015525,8.14437658,-0.29422133,-0.24341036
1412571600,10/06/2014,00:00:00,7.2,93900,7.45,7.5,7.17,7.2,7.75013136,8.07442276,-0.32429139,-0.25958656
1412658000,10/07/2014,00:00:00,7.23,249500,7.41,7.6,7.21,7.23,7.67011115,8.01187292,-0.34176177,-0.27602161
1412744400,10/08/2014,00:00:00,7.2,194900,7.29,7.4,6.9,7.2,7.59778636,7.95173419,-0.35394783,-0.29160685
1412830800,10/09/2014,00:00:00,7.14,173800,7.2,7.29,7.07,7.14,7.52735769,7.89160573,-0.36424804,-0.30613509
1412917200,10/10/2014,00:00:00,5.35,1161500,6.11,6.2,5.3,5.35,7.19237958,7.70333864,-0.51095905,-0.34709988
1413176400,10/13/2014,00:00:00,4.95,654400,5.4,5.44,4.94,4.95,6.84739811,7.49938763,-0.65198952,-0.40807781
1413262800,10/14/2014,00:00:00,4.98,368800,4.91,5.12,4.9,4.98,6.56010609,7.31276632,-0.75266023,-0.47699429
1413349200,10/15/2014,00:00:00,5.02,447200,4.88,5.15,4.85,5.02,6.32316669,7.14293178,-0.81976509,-0.54554845
1413435600,10/16/2014,00:00:00,5.45,427000,5.06,5.64,5.0,5.45,6.18883336,7.01752943,-0.82869607,-0.60217798
1413522000,10/17/2014,00:00:00,5.29,199500,5.53,5.53,5.21,5.29,6.05055130,6.88956428,-0.83901298,-0.64954498
1413781200,10/20/2014,00:00:00,5.12,204900,5.3,5.34,5.07,5.12,5.90738956,6.75848545,-0.85109588,-0.68985516
1413867600,10/21/2014,00:00:00,5.3,197600,5.13,5.38,5.13,5.3,5.81394501,6.65044949,-0.83650447,-0.71918502
1413954000,10/22/2014,00:00:00,5.23,456000,5.34,5.38,5.18,5.23,5.72410732,6.54523101,-0.82112369,-0.73957275
1414040400,10/23/2014,00:00:00,5.41,262000,5.3,5.43,5.24,5.41,5.67578312,6.46113982,-0.78535671,-0.74872954
1414126800,10/24/2014,00:00:00,5.47,227100,5.36,5.55,5.36,5.47,5.64412418,6.38772206,-0.74359788,-0.74770321
1414386000,10/27/2014,00:00:00,5.55,196300,5.45,5.56,5.36,5.55,5.62964353,6.32566857,-0.69602504,-0.73736758
1414472400,10/28/2014,00:00:00,5.75,157100,5.56,5.76,5.55,5.75,5.64815991,6.28302646,-0.63486654,-0.71686737
1414558800,10/29/2014,00:00:00,5.59,142100,5.78,5.81,5.49,5.59,5.63921223,6.23169116,-0.59247893,-0.69198968
1414645200,10/30/2014,00:00:00,5.66,106000,5.55,5.72,5.55,5.66,5.64241035,6.18934367,-0.54693332,-0.66297841
1414731600,10/31/2014,00:00:00,5.73,181300,5.81,5.85,5.59,5.73,5.65588568,6.15531821,-0.49943253,-0.63026923
1414994400,11/03/2014,00:00:00,5.78,179300,5.74,5.99,5.7,5.78,5.67498019,6.12751686,-0.45253667,-0.59472272
1415080800,11/04/2014,00:00:00,5.57,175800,5.6,5.79,5.5,5.57,5.65882939,6.08621932,-0.42738992,-0.56125616
1415167200,11/05/2014,00:00:00,5.56,113100,5.65,5.65,5.51,5.56,5.64362487,6.04724011,-0.40361524,-0.52972798
1415253600,11/06/2014,00:00:00,5.59,89800,5.58,5.62,5.53,5.59,5.63537489,6.01337047,-0.37799558,-0.49938150
1415340000,11/07/2014,00:00:00,5.57,154500,5.57,5.59,5.5,5.57,5.62531722,5.98052821,-0.35521100,-0.47054740
1415599200,11/10/2014,00:00:00,5.54,99600,5.59,5.61,5.51,5.54,5.61219149,5.94789649,-0.33570500,-0.44357892
1415685600,11/11/2014,00:00:00,5.55,163200,5.51,5.58,5.49,5.55,5.60262357,5.91842268,-0.31579911,-0.41802296
1415772000,11/12/2014,00:00:00,5.63,167500,5.58,5.68,5.57,5.63,5.60683533,5.89705804,-0.29022271,-0.39246291
1415858400,11/13/2014,00:00:00,5.52,163600,5.7,5.7,5.46,5.52,5.59347605,5.86912781,-0.27565177,-0.36910068
1415944800,11/14/2014,00:00:00,6.08,466900,5.6,6.2,5.6,6.08,5.66832589,5.88474797,-0.21642209,-0.33856496
1416204000,11/17/2014,00:00:00,6.14,342600,6.14,6.29,6.0,6.14,5.74089113,5.90365553,-0.16276440,-0.30340485
1416290400,11/18/2014,00:00:00,6.19,257100,6.14,6.24,6.0,6.19,5.80998481,5.92486623,-0.11488143,-0.26570016
1416376800,11/19/2014,00:00:00,6.01,107800,6.16,6.16,6.0,6.01,5.84075637,5.93117244,-0.09041606,-0.23064334
1416463200,11/20/2014,00:00:00,6.05,163000,5.97,6.09,5.95,6.05,5.87294770,5.93997448,-0.06702678,-0.19792003
1416549600,11/21/2014,00:00:00,6.05,141100,6.15,6.16,6.02,6.05,5.90018652,5.94812452,-0.04793800,-0.16792363
1416808800,11/24/2014,00:00:00,6.18,171300,6.05,6.25,5.98,6.18,5.94323474,5.96530048,-0.02206574,-0.13875205
1416895200,11/25/2014,00:00:00,6.03,271800,6.17,6.19,6.01,6.03,5.95658325,5.97009304,-0.01350979,-0.11370360
1416981600,11/26/2014,00:00:00,5.99,123100,6.01,6.1,5.95,5.99,5.96172428,5.97156763,-0.00984334,-0.09293155
1417154400,11/28/2014,00:00:00,5.73,77800,5.9,6.0,5.71,5.73,5.92607439,5.95367373,-0.02759933,-0.07986510
1417413600,12/01/2014,00:00:00,5.7,222600,5.75,5.89,5.67,5.7,5.89129372,5.93488308,-0.04358936,-0.07260996
1417500000,12/02/2014,00:00:00,5.97,191400,5.69,6.07,5.69,5.97,5.90340238,5.93748434,-0.03408196,-0.06490436
1417586400,12/03/2014,00:00:00,5.89,131900,6.0,6.07,5.86,5.89,5.90134047,5.93396698,-0.03262650,-0.05844879
